apyg	apyl	apyg_nr	apyl_nr	apgapl_abbrev	apygapyl_hash
Mažeikių	Naftininkų	38	8	Mažeikių(38)-Naftininkų(8)	355fddfd
Mažeikių	Pavenčių	38	9	Mažeikių(38)-Pavenčių(9)	fdade789
Mažeikių	Sodų	38	10	Mažeikių(38)-Sodų(10)	062419ab
Mažeikių	Kalnėnų	38	11	Mažeikių(38)-Kalnėnų(11)	3124fc26
Mažeikių	Ventos	38	12	Mažeikių(38)-Ventos(12)	91444f5c
Mažeikių	Buknaičių	38	20	Mažeikių(38)-Buknaičių(20)	ff4d3154
Mažeikių	Leckavos	38	21	Mažeikių(38)-Leckavos(21)	7ca1f7b4
Mažeikių	Auksūdžio	38	22	Mažeikių(38)-Auksūdžio(22)	538fce1b
Mažeikių	Urvikių	38	29	Mažeikių(38)-Urvikių(29)	c02a36b1
Mažeikių	Purvėnų	38	32	Mažeikių(38)-Purvėnų(32)	9f520a34
Mažeikių	Laižuvos	38	33	Mažeikių(38)-Laižuvos(33)	b4a9920e
Akmenės	Senamiesčio	39	1	Akmenės(39)-Senamiesčio(1)	d1827a88
Akmenės	Kudirkos	39	2	Akmenės(39)-Kudirkos(2)	59898d95
Akmenės	Respublikos	39	3	Akmenės(39)-Respublikos(3)	cad481c0
Akmenės	Ramučių	39	4	Akmenės(39)-Ramučių(4)	d6270f26
Akmenės	Agluonų	39	5	Akmenės(39)-Agluonų(5)	cd96a8fa
Akmenės	Akmenės	39	6	Akmenės(39)-Akmenės(6)	b1d45978
Akmenės	Alkiškių	39	7	Akmenės(39)-Alkiškių(7)	2ad2e326
Akmenės	Daubiškių	39	8	Akmenės(39)-Daubiškių(8)	b6235b2b
Akmenės	Kairiškių	39	9	Akmenės(39)-Kairiškių(9)	01d23d00
Akmenės	Gulbinų	39	10	Akmenės(39)-Gulbinų(10)	48d84256
Akmenės	Kivylių	39	11	Akmenės(39)-Kivylių(11)	6be645ff
Akmenės	Kruopių	39	12	Akmenės(39)-Kruopių(12)	9f4ca26e
Akmenės	Jučių	39	13	Akmenės(39)-Jučių(13)	ecc5b4d3
Akmenės	Sedos	39	13	Akmenės(39)-Sedos(13)	3fe70269
Akmenės	Šapnagių	39	14	Akmenės(39)-Šapnagių(14)	3ed89103
Akmenės	Žemalės	39	14	Akmenės(39)-Žemalės(14)	dc6a2efe
Akmenės	Šerkšnėnų	39	15	Akmenės(39)-Šerkšnėnų(15)	452e4e5e
Akmenės	Pavenčio	39	15	Akmenės(39)-Pavenčio(15)	85a2bb64
Akmenės	Plinkšių	39	16	Akmenės(39)-Plinkšių(16)	05feb0be
Akmenės	Papilės	39	16	Akmenės(39)-Papilės(16)	0be168d2
Akmenės	Luokavos	39	17	Akmenės(39)-Luokavos(17)	a5dd9ebd
Akmenės	Tirkšlių	39	17	Akmenės(39)-Tirkšlių(17)	435a447e
Akmenės	Balėnų	39	18	Akmenės(39)-Balėnų(18)	7b8de73d
Akmenės	Sablauskių	39	18	Akmenės(39)-Sablauskių(18)	aadd58b1
Akmenės	Užlieknės	39	19	Akmenės(39)-Užlieknės(19)	524a3fa7
Akmenės	Ventos	39	19	Akmenės(39)-Ventos(19)	742b31f3
Akmenės	Kalniškių	39	20	Akmenės(39)-Kalniškių(20)	2337e5c8
Akmenės	Eglesių	39	21	Akmenės(39)-Eglesių(21)	ba7f5774
Akmenės	Klykolių	39	22	Akmenės(39)-Klykolių(22)	de7dc39a
Akmenės	Dagių	39	23	Akmenės(39)-Dagių(23)	dce8d8e7
Akmenės	Renavo	39	24	Akmenės(39)-Renavo(24)	1481757f
Akmenės	Naujamiesčio	39	24	Akmenės(39)-Naujamiesčio(24)	67e36639
Akmenės	Pikelių	39	25	Akmenės(39)-Pikelių(25)	975d22b5
Akmenės	Račalių	39	26	Akmenės(39)-Račalių(26)	7272cc45
Akmenės	Ukrinų	39	27	Akmenės(39)-Ukrinų(27)	2adf2b4f
Akmenės	Židikų	39	28	Akmenės(39)-Židikų(28)	4630a469
Akmenės	Bugenių	39	30	Akmenės(39)-Bugenių(30)	e4bfad61
Akmenės	Krakių	39	31	Akmenės(39)-Krakių(31)	6504677e
Akmenės	Lūšės	39	34	Akmenės(39)-Lūšės(34)	10a0a2ad
Akmenės	Pievėnų	39	35	Akmenės(39)-Pievėnų(35)	a2d8e63e
Akmenės	Kapėnų	39	36	Akmenės(39)-Kapėnų(36)	4f8c6f69
Akmenės	Palnosų	39	37	Akmenės(39)-Palnosų(37)	5fc14cc3
Akmenės	Viekšnių	39	38	Akmenės(39)-Viekšnių(38)	fba96456
Telšių	Lygumų	40	1	Telšių(40)-Lygumų(1)	d6c60c15
Telšių	Masčio	40	2	Telšių(40)-Masčio(2)	2a647c09
Telšių	Respublikos	40	3	Telšių(40)-Respublikos(3)	8eb3143f
Telšių	Žemaitės	40	4	Telšių(40)-Žemaitės(4)	08d98821
Telšių	Muziejaus	40	5	Telšių(40)-Muziejaus(5)	139cd9a4
Telšių	Šviesos	40	6	Telšių(40)-Šviesos(6)	f86ddd4c
Telšių	Kalno	40	7	Telšių(40)-Kalno(7)	a338eeff
Telšių	Kęstučio	40	8	Telšių(40)-Kęstučio(8)	1b94c4e2
Telšių	Sedos	40	9	Telšių(40)-Sedos(9)	09a375b5
Telšių	Cvirkos	40	10	Telšių(40)-Cvirkos(10)	9731bc4c
Telšių	Degaičių	40	11	Telšių(40)-Degaičių(11)	52679f78
Telšių	Eigirdžių	40	12	Telšių(40)-Eigirdžių(12)	a346855e
Telšių	Buožėnų	40	13	Telšių(40)-Buožėnų(13)	4aca046d
Telšių	Gedrimų	40	14	Telšių(40)-Gedrimų(14)	c0f63d8d
Telšių	Nevarėnų	40	15	Telšių(40)-Nevarėnų(15)	169869be
Telšių	Mitkaičių	40	16	Telšių(40)-Mitkaičių(16)	2ac24433
Telšių	Nerimdaičių	40	17	Telšių(40)-Nerimdaičių(17)	6b0bd426
Telšių	Ubiškės	40	18	Telšių(40)-Ubiškės(18)	6bb64bf9
Telšių	Tryškių	40	19	Telšių(40)-Tryškių(19)	c077db22
Telšių	Kaunatavos	40	20	Telšių(40)-Kaunatavos(20)	db4dafbd
Telšių	Upynos	40	21	Telšių(40)-Upynos(21)	57d2d766
Telšių	Kirklių	40	22	Telšių(40)-Kirklių(22)	710b7d5a
Telšių	Luokės	40	23	Telšių(40)-Luokės(23)	96c66d83
Telšių	Viekšnalių	40	24	Telšių(40)-Viekšnalių(24)	534171d3
Telšių	Kuršų	40	25	Telšių(40)-Kuršų(25)	b332f87d
Telšių	Janapolės	40	26	Telšių(40)-Janapolės(26)	33ef56cb
Telšių	Pavandenės	40	27	Telšių(40)-Pavandenės(27)	82e1bf9b
Telšių	Varnių	40	28	Telšių(40)-Varnių(28)	6a3ff94c
Telšių	Žarėnų	40	29	Telšių(40)-Žarėnų(29)	c64e472e
Telšių	Ryškėnų	40	30	Telšių(40)-Ryškėnų(30)	f2370b12
Telšių	Viešvėnų	40	31	Telšių(40)-Viešvėnų(31)	8ede182d
Telšių	Vembūtų	40	32	Telšių(40)-Vembūtų(32)	ce521ed2
Telšių	Rainių	40	33	Telšių(40)-Rainių(33)	7a159030
Kelmės	Budraičių	41	1	Kelmės(41)-Budraičių(1)	19190a66
Kelmės	Butkiškės	41	2	Kelmės(41)-Butkiškės(2)	15bf9ea1
Kelmės	Dubėnų	41	3	Kelmės(41)-Dubėnų(3)	05ad764e
Kelmės	Gailių	41	4	Kelmės(41)-Gailių(4)	d7caba5d
Kelmės	Janaučių	41	6	Kelmės(41)-Janaučių(6)	8d16eac3
Kelmės	Aukštelkės	41	6	Kelmės(41)-Aukštelkės(6)	bbfaa50a
Kelmės	Junkilų	41	7	Kelmės(41)-Junkilų(7)	10ca8cc3
Kelmės	Pakapės	41	7	Kelmės(41)-Pakapės(7)	9dc40461
Kelmės	Karklėnų	41	8	Kelmės(41)-Karklėnų(8)	0cafa802
Kelmės	Bubių	41	9	Kelmės(41)-Bubių(9)	16dba7e7
Kelmės	Centro	41	9	Kelmės(41)-Centro(9)	41af5930
Kelmės	Gilvyčių	41	10	Kelmės(41)-Gilvyčių(10)	bfe8790a
Kelmės	Mackevičiaus	41	10	Kelmės(41)-Mackevičiaus(10)	1495c5a4
Kelmės	Kurtuvėnų	41	11	Kelmės(41)-Kurtuvėnų(11)	201c6905
Kelmės	Kalno	41	11	Kelmės(41)-Kalno(11)	fc30b6aa
Kelmės	Kiaunorių	41	12	Kelmės(41)-Kiaunorių(12)	8f271042
Kelmės	Bazilionų	41	12	Kelmės(41)-Bazilionų(12)	e227919b
Kelmės	Kolainių	41	13	Kelmės(41)-Kolainių(13)	8d65522a
Kelmės	Šilėnų	41	14	Kelmės(41)-Šilėnų(14)	a5442206
Kelmės	Kražių	41	14	Kelmės(41)-Kražių(14)	dd24b612
Kelmės	Kukečių	41	15	Kelmės(41)-Kukečių(15)	a59cabc5
Kelmės	Laugalio	41	16	Kelmės(41)-Laugalio(16)	0f29a205
Kelmės	Liolių	41	17	Kelmės(41)-Liolių(17)	1e4a42c2
Kelmės	Lupikų	41	18	Kelmės(41)-Lupikų(18)	bc58684a
Kelmės	Maironių	41	19	Kelmės(41)-Maironių(19)	5027ef9f
Kelmės	Minupių	41	20	Kelmės(41)-Minupių(20)	b8429940
Kelmės	Mockaičių	41	21	Kelmės(41)-Mockaičių(21)	c95ad5f1
Kelmės	Pagryžuvio	41	22	Kelmės(41)-Pagryžuvio(22)	44aaf185
Kelmės	Pakėvio	41	23	Kelmės(41)-Pakėvio(23)	08f7a760
Kelmės	Pakražančio	41	24	Kelmės(41)-Pakražančio(24)	4e189fc3
Kelmės	Pašiaušės	41	25	Kelmės(41)-Pašiaušės(25)	2b4d8486
Kelmės	Pašilėnų	41	26	Kelmės(41)-Pašilėnų(26)	7e544dc0
Kelmės	Pašilės	41	27	Kelmės(41)-Pašilės(27)	2ba384a4
Kelmės	Pavėžupio	41	28	Kelmės(41)-Pavėžupio(28)	8ba3a9f5
Kelmės	Petrališkės	41	29	Kelmės(41)-Petrališkės(29)	75b2e000
Kelmės	Stulgių	41	30	Kelmės(41)-Stulgių(30)	f2cbef5b
Kelmės	Varputėnų	41	31	Kelmės(41)-Varputėnų(31)	d883db89
Kelmės	Šaltenių	41	31	Kelmės(41)-Šaltenių(31)	72f44d38
Kelmės	Šaukėnų	41	32	Kelmės(41)-Šaukėnų(32)	f5a138b6
Kelmės	Šedbarų	41	33	Kelmės(41)-Šedbarų(33)	a51dacdc
Kelmės	Durpyno	41	34	Kelmės(41)-Durpyno(34)	e7c82c26
Kelmės	Tytuvėnų	41	35	Kelmės(41)-Tytuvėnų(35)	dae0cddc
Kelmės	Užvenčio	41	36	Kelmės(41)-Užvenčio(36)	20e613ca
Kelmės	Vaiguvos	41	37	Kelmės(41)-Vaiguvos(37)	b33a0d6c
Kelmės	Raudėnų	41	37	Kelmės(41)-Raudėnų(37)	0a9a3834
Kelmės	Valpainių	41	38	Kelmės(41)-Valpainių(38)	ff56a872
Kelmės	Dirvonėnų	41	38	Kelmės(41)-Dirvonėnų(38)	61211c58
Kelmės	Verpenos	41	39	Kelmės(41)-Verpenos(39)	6f1123b2
Kelmės	Vidsodžio	41	40	Kelmės(41)-Vidsodžio(40)	b656ec46
Kelmės	Žalpių	41	41	Kelmės(41)-Žalpių(41)	dd178c31
Raseinių	Angirių	42	1	Raseinių(42)-Angirių(1)	8e033199
Raseinių	Prabaudos	42	1	Raseinių(42)-Prabaudos(1)	46a58d0c
Raseinių	Stonų	42	2	Raseinių(42)-Stonų(2)	d6d1a178
Raseinių	Ažytėnų	42	3	Raseinių(42)-Ažytėnų(3)	05654f39
Raseinių	Centro	42	3	Raseinių(42)-Centro(3)	44dfe6a0
Raseinių	Pramonės	42	4	Raseinių(42)-Pramonės(4)	d00201d7
Raseinių	Kalnujų	42	5	Raseinių(42)-Kalnujų(5)	15fe0eb3
Raseinių	Pašaltuonio	42	6	Raseinių(42)-Pašaltuonio(6)	271f5f69
Raseinių	Sujainių	42	7	Raseinių(42)-Sujainių(7)	6ffca38f
Raseinių	Slabados	42	8	Raseinių(42)-Slabados(8)	ac6e2963
Raseinių	Josvainių	42	9	Raseinių(42)-Josvainių(9)	a733a9eb
Raseinių	Viduklės	42	9	Raseinių(42)-Viduklės(9)	e3147cef
Raseinių	Paupio	42	10	Raseinių(42)-Paupio(10)	40c0ec05
Raseinių	Pryšmančių	42	11	Raseinių(42)-Pryšmančių(11)	f35c6b46
Raseinių	Nemakščių	42	12	Raseinių(42)-Nemakščių(12)	8f58c91b
Raseinių	Kryžkalnio	42	13	Raseinių(42)-Kryžkalnio(13)	23cf2cfe
Raseinių	Krakių	42	13	Raseinių(42)-Krakių(13)	c3b50909
Raseinių	Kunionių	42	14	Raseinių(42)-Kunionių(14)	0081942a
Raseinių	Ariogalos	42	14	Raseinių(42)-Ariogalos(14)	2dda4e2e
Raseinių	Šarkių	42	15	Raseinių(42)-Šarkių(15)	f595bd2d
Raseinių	Gėluvos	42	16	Raseinių(42)-Gėluvos(16)	ff731951
Raseinių	Dainavos	42	17	Raseinių(42)-Dainavos(17)	cb94cd5f
Raseinių	Langakių	42	17	Raseinių(42)-Langakių(17)	4ff20ead
Raseinių	Butkiškės	42	18	Raseinių(42)-Butkiškės(18)	0e1fb758
Raseinių	Verėduvos	42	19	Raseinių(42)-Verėduvos(19)	3e15ba18
Raseinių	Milašaičių	42	20	Raseinių(42)-Milašaičių(20)	f80c6c57
Raseinių	Meironiškio	42	21	Raseinių(42)-Meironiškio(21)	34f0482d
Raseinių	Paliepių	42	21	Raseinių(42)-Paliepių(21)	be1b4c2e
Raseinių	Pramedžiavos	42	22	Raseinių(42)-Pramedžiavos(22)	eda69275
Raseinių	Girkalnio	42	23	Raseinių(42)-Girkalnio(23)	b27035b4
Raseinių	Požėčių	42	24	Raseinių(42)-Požėčių(24)	bd724d8a
Raseinių	Grajauskų	42	25	Raseinių(42)-Grajauskų(25)	a48b206e
Raseinių	Paaluonio	42	26	Raseinių(42)-Paaluonio(26)	4d500831
Raseinių	Betygalos	42	26	Raseinių(42)-Betygalos(26)	7662ee34
Raseinių	Berteškių	42	27	Raseinių(42)-Berteškių(27)	c0949084
Raseinių	Pajieslio	42	28	Raseinių(42)-Pajieslio(28)	35c321e1
Raseinių	Ilgižių	42	28	Raseinių(42)-Ilgižių(28)	9ef9e821
Raseinių	Steponkaimio	42	29	Raseinių(42)-Steponkaimio(29)	9fa4b30e
Raseinių	Pašušvio	42	30	Raseinių(42)-Pašušvio(30)	bc1bed18
Raseinių	Kaulakių	42	30	Raseinių(42)-Kaulakių(30)	467721d4
Raseinių	Skirmantiškės	42	31	Raseinių(42)-Skirmantiškės(31)	a815172e
Raseinių	Vosiliškio	42	32	Raseinių(42)-Vosiliškio(32)	d4b7a9ed
Raseinių	Pelutavos	42	32	Raseinių(42)-Pelutavos(32)	56e8ec6b
Raseinių	Šiluvos	42	33	Raseinių(42)-Šiluvos(33)	23383df4
Raseinių	Lyduvėnų	42	34	Raseinių(42)-Lyduvėnų(34)	251c7976
Raseinių	Pernaravos	42	34	Raseinių(42)-Pernaravos(34)	6dd8cf23
Raseinių	Katauskių	42	35	Raseinių(42)-Katauskių(35)	9eca6fa2
Raseinių	Žaiginio	42	36	Raseinių(42)-Žaiginio(36)	244408f5
Raseinių	Ramonų	42	37	Raseinių(42)-Ramonų(37)	ddb212ea
Raseinių	Gruzdiškės	42	38	Raseinių(42)-Gruzdiškės(38)	fb3334ae
Raseinių	Norgėlų	42	39	Raseinių(42)-Norgėlų(39)	5ea25851
Raseinių	Lenkelių	42	40	Raseinių(42)-Lenkelių(40)	72332ddc
Raseinių	Skaistgirių	42	40	Raseinių(42)-Skaistgirių(40)	80c6dd7e
Raseinių	Gabšių	42	41	Raseinių(42)-Gabšių(41)	6b60b97d
Raseinių	Bebirvos	42	42	Raseinių(42)-Bebirvos(42)	faea7f28
Raseinių	Alėjų	42	43	Raseinių(42)-Alėjų(43)	89a27185
Raseinių	Gervinės	42	44	Raseinių(42)-Gervinės(44)	9c846b68
Raseinių	Melioratorių	42	45	Raseinių(42)-Melioratorių(45)	88fcb8df
Raseinių	Didžiulių	42	46	Raseinių(42)-Didžiulių(46)	0080bc79
Raseinių	Vainikų	42	49	Raseinių(42)-Vainikų(49)	ce542cea
Kėdainių	Aristavos	43	2	Kėdainių(43)-Aristavos(2)	35f3acaa
Kėdainių	Babėnų	43	4	Kėdainių(43)-Babėnų(4)	da80948c
Kėdainių	Beinaičių	43	5	Kėdainių(43)-Beinaičių(5)	9de51709
Kėdainių	Vikaičių	43	6	Kėdainių(43)-Vikaičių(6)	8c8617a9
Kėdainių	Dotnuvos	43	7	Kėdainių(43)-Dotnuvos(7)	92348c76
Kėdainių	Gudžiūnų	43	8	Kėdainių(43)-Gudžiūnų(8)	a4f3c8d0
Kėdainių	Kalnaberžės	43	10	Kėdainių(43)-Kalnaberžės(10)	7095bb31
Kėdainių	Kaplių	43	11	Kėdainių(43)-Kaplių(11)	4a3b2ed4
Kėdainių	Keleriškių	43	12	Kėdainių(43)-Keleriškių(12)	6d0334b8
Kėdainių	Labūnavos	43	15	Kėdainių(43)-Labūnavos(15)	ac318932
Kėdainių	Lančiūnavos	43	16	Kėdainių(43)-Lančiūnavos(16)	04e1f5ed
Kėdainių	Liaudies	43	18	Kėdainių(43)-Liaudies(18)	6824cc2e
Kėdainių	Mantviliškio	43	19	Kėdainių(43)-Mantviliškio(19)	11e2cfac
Kėdainių	Naujoji	43	22	Kėdainių(43)-Naujoji(22)	7f1a1b7a
Kėdainių	Miegėnų	43	23	Kėdainių(43)-Miegėnų(23)	ee9b8f22
Kėdainių	Nociūnų	43	24	Kėdainių(43)-Nociūnų(24)	12e762e4
Kėdainių	Okainių	43	25	Kėdainių(43)-Okainių(25)	3913e21d
Kėdainių	Pagirių	43	27	Kėdainių(43)-Pagirių(27)	2e11a646
Kėdainių	Parko	43	29	Kėdainių(43)-Parko(29)	287d660e
Kėdainių	Pelėdnagių	43	31	Kėdainių(43)-Pelėdnagių(31)	63f92ce4
Kėdainių	Pergalės	43	33	Kėdainių(43)-Pergalės(33)	27e6f08c
Kėdainių	Petkūnų	43	35	Kėdainių(43)-Petkūnų(35)	44817f37
Kėdainių	Radvilų	43	36	Kėdainių(43)-Radvilų(36)	27f93d47
Kėdainių	Senamiesčio	43	38	Kėdainių(43)-Senamiesčio(38)	76b5fa19
Kėdainių	Sirutiškio	43	39	Kėdainių(43)-Sirutiškio(39)	ce9f4862
Kėdainių	Smilgos	43	41	Kėdainių(43)-Smilgos(41)	14ae826e
Kėdainių	Statybininkų	43	42	Kėdainių(43)-Statybininkų(42)	37622f5a
Kėdainių	Surviliškio	43	43	Kėdainių(43)-Surviliškio(43)	64471e85
Kėdainių	Šėtos	43	44	Kėdainių(43)-Šėtos(44)	a6a4528f
Kėdainių	Šlapaberžės	43	45	Kėdainių(43)-Šlapaberžės(45)	cbb303b4
Kėdainių	Taikos	43	46	Kėdainių(43)-Taikos(46)	5eb2be18
Kėdainių	Tiskūnų	43	47	Kėdainių(43)-Tiskūnų(47)	b4ab8e12
Kėdainių	Truskavos	43	48	Kėdainių(43)-Truskavos(48)	9a057023
Kėdainių	Vilainių	43	50	Kėdainių(43)-Vilainių(50)	d44a9e63
Kėdainių	Žemaitės	43	51	Kėdainių(43)-Žemaitės(51)	7c7fe266
Kėdainių	Akademijos	43	52	Kėdainių(43)-Akademijos(52)	7a2d5948
Kėdainių	Beržų	43	53	Kėdainių(43)-Beržų(53)	39119e58
Kėdainių	Dotnuvėlės	43	54	Kėdainių(43)-Dotnuvėlės(54)	29bb6faa
Radviliškio	Alksniupių	44	2	Radviliškio(44)-Alksniupių(2)	30028777
Radviliškio	Aukštelkų	44	3	Radviliškio(44)-Aukštelkų(3)	f6c382a7
Radviliškio	Baisogalos	44	4	Radviliškio(44)-Baisogalos(4)	b46d342c
Radviliškio	Beinoravos	44	5	Radviliškio(44)-Beinoravos(5)	7cee92c7
Radviliškio	Butėnų	44	6	Radviliškio(44)-Butėnų(6)	baa9612b
Radviliškio	Daugėlaičių	44	7	Radviliškio(44)-Daugėlaičių(7)	59e0406e
Radviliškio	Gražionių	44	8	Radviliškio(44)-Gražionių(8)	ab482418
Radviliškio	Grinkiškio	44	10	Radviliškio(44)-Grinkiškio(10)	79d1070a
Radviliškio	Kairėnų	44	12	Radviliškio(44)-Kairėnų(12)	7652bc6a
Radviliškio	Karčemų	44	13	Radviliškio(44)-Karčemų(13)	0548fcf7
Radviliškio	Kutiškių	44	14	Radviliškio(44)-Kutiškių(14)	d7284923
Radviliškio	Miežaičių	44	15	Radviliškio(44)-Miežaičių(15)	ca95c0bd
Radviliškio	Minaičių	44	16	Radviliškio(44)-Minaičių(16)	b5b54729
Radviliškio	Pakiršinio	44	17	Radviliškio(44)-Pakiršinio(17)	cc6306e2
Radviliškio	Palonų	44	18	Radviliškio(44)-Palonų(18)	5093fcd6
Radviliškio	Pašušvio	44	20	Radviliškio(44)-Pašušvio(20)	7408ee43
Radviliškio	Pavartyčių	44	21	Radviliškio(44)-Pavartyčių(21)	50f9113e
Radviliškio	Pociūnų	44	22	Radviliškio(44)-Pociūnų(22)	66437b15
Radviliškio	Pociūnėlių	44	23	Radviliškio(44)-Pociūnėlių(23)	cda5d86f
Radviliškio	Vaižganto	44	25	Radviliškio(44)-Vaižganto(25)	6412a24b
Radviliškio	Lituanikos	44	26	Radviliškio(44)-Lituanikos(26)	2fbacaf0
Radviliškio	Kudirkos	44	27	Radviliškio(44)-Kudirkos(27)	17d11aec
Radviliškio	Rūmų	44	28	Radviliškio(44)-Rūmų(28)	4e2258a2
Radviliškio	Lizdeikos	44	29	Radviliškio(44)-Lizdeikos(29)	444fafb0
Radviliškio	Raudondvario	44	30	Radviliškio(44)-Raudondvario(30)	c7f8f293
Radviliškio	Sidabravo	44	31	Radviliškio(44)-Sidabravo(31)	232e176f
Radviliškio	Skėmių	44	32	Radviliškio(44)-Skėmių(32)	d32b8be1
Radviliškio	Šaukoto	44	33	Radviliškio(44)-Šaukoto(33)	0dbecb29
Radviliškio	Šeduvos	44	34	Radviliškio(44)-Šeduvos(34)	55d5285a
Radviliškio	Mokyklos	44	35	Radviliškio(44)-Mokyklos(35)	bd5eff2a
Radviliškio	Šiaulėnų	44	36	Radviliškio(44)-Šiaulėnų(36)	21bd94a7
Radviliškio	Šniūraičių	44	37	Radviliškio(44)-Šniūraičių(37)	0c1def8a
Radviliškio	Tyrulių	44	38	Radviliškio(44)-Tyrulių(38)	92dda895
Radviliškio	Vadaktų	44	39	Radviliškio(44)-Vadaktų(39)	60c4f6e4
Radviliškio	Vaitiekūnų	44	40	Radviliškio(44)-Vaitiekūnų(40)	20849a72
Radviliškio	Vėriškių	44	41	Radviliškio(44)-Vėriškių(41)	7287f74e
Radviliškio	Žeimių	44	43	Radviliškio(44)-Žeimių(43)	d66f8163
Radviliškio	Eibariškių	44	44	Radviliškio(44)-Eibariškių(44)	92f5eb43
Kuršėnų	Voveriškių	45	4	Kuršėnų(45)-Voveriškių(4)	519749a2
Kuršėnų	Gegužių	45	5	Kuršėnų(45)-Gegužių(5)	72022aad
Kuršėnų	Šiupylių	45	19	Kuršėnų(45)-Šiupylių(19)	88ebbb34
Kuršėnų	Kužių	45	20	Kuršėnų(45)-Kužių(20)	4c13129d
Kuršėnų	Gilaičių	45	21	Kuršėnų(45)-Gilaičių(21)	c187e7cf
Kuršėnų	Verbūnų	45	22	Kuršėnų(45)-Verbūnų(22)	a75b4cfc
Kuršėnų	Smilgių	45	23	Kuršėnų(45)-Smilgių(23)	ac1c7f31
Kuršėnų	Ivinskio	45	24	Kuršėnų(45)-Ivinskio(24)	f7963660
Kuršėnų	Centro	45	25	Kuršėnų(45)-Centro(25)	aeedbf1c
Kuršėnų	Gedimino	45	26	Kuršėnų(45)-Gedimino(26)	3584ed65
Kuršėnų	Pušyno	45	27	Kuršėnų(45)-Pušyno(27)	e2246a28
Kuršėnų	Pavenčių	45	28	Kuršėnų(45)-Pavenčių(28)	8aeddec6
Kuršėnų	Daugėlių	45	29	Kuršėnų(45)-Daugėlių(29)	bf16de44
Kuršėnų	Micaičių	45	30	Kuršėnų(45)-Micaičių(30)	c6828117
Kuršėnų	Gergždelių	45	32	Kuršėnų(45)-Gergždelių(32)	5ab6b656
Kuršėnų	Pakumulšių	45	33	Kuršėnų(45)-Pakumulšių(33)	9ff95788
Kuršėnų	Drąsučių	45	34	Kuršėnų(45)-Drąsučių(34)	bbb7f66f
Kuršėnų	Beržyno	45	34	Kuršėnų(45)-Beržyno(34)	2bd72124
Kuršėnų	Romučių	45	35	Kuršėnų(45)-Romučių(35)	822206fa
Kuršėnų	Sauginių	45	36	Kuršėnų(45)-Sauginių(36)	9a8374e5
Kuršėnų	Dainų	45	36	Kuršėnų(45)-Dainų(36)	fe0a336a
Kuršėnų	Lyros	45	38	Kuršėnų(45)-Lyros(38)	6e694e5f
Kuršėnų	Architektų	45	39	Kuršėnų(45)-Architektų(39)	2d7126ac
Kuršėnų	Žarėnų	45	40	Kuršėnų(45)-Žarėnų(40)	47dd5636
Kuršėnų	Romuvos	45	40	Kuršėnų(45)-Romuvos(40)	2766ac6c
Kuršėnų	Šventupio	45	41	Kuršėnų(45)-Šventupio(41)	17b36cbe
Kuršėnų	Gytarių	45	42	Kuršėnų(45)-Gytarių(42)	d4912d94
Žiemgalos	Žemaičių	46	1	Žiemgalos(46)-Žemaičių(1)	202003d9
Žiemgalos	Ginkūnų	46	1	Žiemgalos(46)-Ginkūnų(1)	da032bb6
Žiemgalos	Bardiškių	46	2	Žiemgalos(46)-Bardiškių(2)	d064c588
Žiemgalos	Bridų	46	2	Žiemgalos(46)-Bridų(2)	e88755f1
Žiemgalos	Livonijos	46	2	Žiemgalos(46)-Livonijos(2)	b1f4b1e6
Žiemgalos	Vijolių	46	3	Žiemgalos(46)-Vijolių(3)	459046c0
Žiemgalos	Kudirkos	46	3	Žiemgalos(46)-Kudirkos(3)	a75738c9
Žiemgalos	Žagarės	46	4	Žiemgalos(46)-Žagarės(4)	c3620a9d
Žiemgalos	Draudelių	46	5	Žiemgalos(46)-Draudelių(5)	c50e666a
Žiemgalos	Bariūnų	46	5	Žiemgalos(46)-Bariūnų(5)	87e4df38
Žiemgalos	Darginių	46	6	Žiemgalos(46)-Darginių(6)	65d0e73c
Žiemgalos	Daunoriškės	46	7	Žiemgalos(46)-Daunoriškės(7)	f890fa58
Žiemgalos	Daukšių	46	8	Žiemgalos(46)-Daukšių(8)	8032151f
Žiemgalos	Gaižaičių	46	9	Žiemgalos(46)-Gaižaičių(9)	fef01ff9
Žiemgalos	Grikpėdžių	46	10	Žiemgalos(46)-Grikpėdžių(10)	d04bb14f
Žiemgalos	Gasčiūnų	46	10	Žiemgalos(46)-Gasčiūnų(10)	8a515b75
Žiemgalos	Gataučių	46	11	Žiemgalos(46)-Gataučių(11)	a529d122
Žiemgalos	Kalpokų	46	12	Žiemgalos(46)-Kalpokų(12)	c88a49d8
Žiemgalos	Kalnelio	46	12	Žiemgalos(46)-Kalnelio(12)	2630d7e4
Žiemgalos	Plikiškių	46	13	Žiemgalos(46)-Plikiškių(13)	88c5c30b
Žiemgalos	Kairių	46	13	Žiemgalos(46)-Kairių(13)	c2c749ce
Žiemgalos	Kepalių	46	14	Žiemgalos(46)-Kepalių(14)	a3d5dc25
Žiemgalos	Kirnaičių	46	15	Žiemgalos(46)-Kirnaičių(15)	b5104957
Žiemgalos	Žadžiūnų	46	15	Žiemgalos(46)-Žadžiūnų(15)	ebce6bfe
Žiemgalos	Kriukų	46	16	Žiemgalos(46)-Kriukų(16)	3eddf0f7
