apyg	apyl	apyg_nr	apyl_nr	apgapl_abbrev	apygapyl_hash
Nevėžio	Geležinkelio	26	1	Nevėžio(26)-Geležinkelio(1)	7c4f19ce
Nevėžio	Rožių	26	2	Nevėžio(26)-Rožių(2)	f5c4ce4d
Nevėžio	Šiaulių	26	3	Nevėžio(26)-Šiaulių(3)	3e3411b3
Nevėžio	Vienybės	26	4	Nevėžio(26)-Vienybės(4)	41f840b5
Nevėžio	Šermukšnių	26	5	Nevėžio(26)-Šermukšnių(5)	eff64d85
Nevėžio	Žemkalnio	26	6	Nevėžio(26)-Žemkalnio(6)	41d4ff27
Nevėžio	Balčikonio	26	7	Nevėžio(26)-Balčikonio(7)	0ec178eb
Nevėžio	Laisvės	26	8	Nevėžio(26)-Laisvės(8)	31d418ba
Nevėžio	Poliklinikos	26	9	Nevėžio(26)-Poliklinikos(9)	be7a7e8b
Nevėžio	Menų	26	10	Nevėžio(26)-Menų(10)	6b15c576
Nevėžio	Danutės	26	11	Nevėžio(26)-Danutės(11)	50eb9096
Nevėžio	Tulpių	26	12	Nevėžio(26)-Tulpių(12)	69f1445b
Nevėžio	Ukmergės	26	25	Nevėžio(26)-Ukmergės(25)	7876b5f5
Vakarinė	Pilėnai	27	13	Vakarinė(27)-Pilėnai(13)	9aeb23ef
Vakarinė	Nemuno	27	14	Vakarinė(27)-Nemuno(14)	77b8212c
Vakarinė	Žvaigždžių	27	15	Vakarinė(27)-Žvaigždžių(15)	009f96ab
Vakarinė	Šermuto	27	16	Vakarinė(27)-Šermuto(16)	f49731c0
Vakarinė	Parko	27	17	Vakarinė(27)-Parko(17)	5a449847
Vakarinė	Dariaus	27	18	Vakarinė(27)-Dariaus(18)	0a2463d9
Vakarinė	Lipniūno	27	19	Vakarinė(27)-Lipniūno(19)	2cbb864b
Vakarinė	Klaipėdos	27	20	Vakarinė(27)-Klaipėdos(20)	82c25d9a
Vakarinė	Žvaigždutės	27	21	Vakarinė(27)-Žvaigždutės(21)	a51b58c5
Vakarinė	Statybininkų	27	22	Vakarinė(27)-Statybininkų(22)	30639593
Vakarinė	Kniaudiškių	27	23	Vakarinė(27)-Kniaudiškių(23)	200daac0
Aukštaitijos	Geležių	28	1	Aukštaitijos(28)-Geležių(1)	46ea2342
Aukštaitijos	Tiltagalių	28	2	Aukštaitijos(28)-Tiltagalių(2)	4900c058
Aukštaitijos	Karsakiškio	28	3	Aukštaitijos(28)-Karsakiškio(3)	8e48f795
Aukštaitijos	Paliūniškio	28	4	Aukštaitijos(28)-Paliūniškio(4)	f0c47596
Aukštaitijos	Piniavos	28	5	Aukštaitijos(28)-Piniavos(5)	ce93518e
Aukštaitijos	Bernatonių	28	6	Aukštaitijos(28)-Bernatonių(6)	12070be8
Aukštaitijos	Paįstrio	28	7	Aukštaitijos(28)-Paįstrio(7)	b0f530fc
Aukštaitijos	Daukniūnų	28	8	Aukštaitijos(28)-Daukniūnų(8)	bee78ed4
Aukštaitijos	Krekenavos	28	9	Aukštaitijos(28)-Krekenavos(9)	54b08da5
Aukštaitijos	Žibartonių	28	11	Aukštaitijos(28)-Žibartonių(11)	d09b057c
Aukštaitijos	Naujarodžių	28	12	Aukštaitijos(28)-Naujarodžių(12)	86892941
Aukštaitijos	Linkaučių	28	13	Aukštaitijos(28)-Linkaučių(13)	fb8fec3e
Aukštaitijos	Upytės	28	14	Aukštaitijos(28)-Upytės(14)	fc2b163f
Aukštaitijos	Ėriškių	28	15	Aukštaitijos(28)-Ėriškių(15)	3273f88b
Aukštaitijos	Liberiškio	28	16	Aukštaitijos(28)-Liberiškio(16)	22535607
Aukštaitijos	Berniūnų	28	17	Aukštaitijos(28)-Berniūnų(17)	4bae8c26
Aukštaitijos	Naujamiesčio	28	18	Aukštaitijos(28)-Naujamiesčio(18)	c315dbb8
Aukštaitijos	Gustonių	28	19	Aukštaitijos(28)-Gustonių(19)	474e74bc
Aukštaitijos	Smilgių	28	20	Aukštaitijos(28)-Smilgių(20)	8b63867a
Aukštaitijos	Sujėtų	28	21	Aukštaitijos(28)-Sujėtų(21)	33c07eb0
Aukštaitijos	Perekšlių	28	22	Aukštaitijos(28)-Perekšlių(22)	469e2f4b
Aukštaitijos	Uliūnų	28	23	Aukštaitijos(28)-Uliūnų(23)	db10d138
Aukštaitijos	Ramygalos	28	24	Aukštaitijos(28)-Ramygalos(24)	264f878a
Aukštaitijos	Vandentiekio	28	24	Aukštaitijos(28)-Vandentiekio(24)	e419a235
Aukštaitijos	Daniūnų	28	25	Aukštaitijos(28)-Daniūnų(25)	27f89240
Aukštaitijos	Miltinio	28	26	Aukštaitijos(28)-Miltinio(26)	011771e5
Aukštaitijos	Staniūnų	28	27	Aukštaitijos(28)-Staniūnų(27)	3523c76e
Aukštaitijos	Beržų	28	28	Aukštaitijos(28)-Beržų(28)	a19408e1
Aukštaitijos	Ramygalos	28	29	Aukštaitijos(28)-Ramygalos(29)	0dd116d6
Aukštaitijos	Paežerio	28	31	Aukštaitijos(28)-Paežerio(31)	1472f9ef
Aukštaitijos	Šilagalio	28	32	Aukštaitijos(28)-Šilagalio(32)	81ca34ae
Aukštaitijos	Dembavos	28	33	Aukštaitijos(28)-Dembavos(33)	5a5029b7
Aukštaitijos	Pažagienių	28	37	Aukštaitijos(28)-Pažagienių(37)	fd310931
Aukštaitijos	Molainių	28	42	Aukštaitijos(28)-Molainių(42)	8ca62152
Aukštaitijos	Skaistgirių	28	44	Aukštaitijos(28)-Skaistgirių(44)	e37ac90e
Marijampolės	Kvietiškio	29	1	Marijampolės(29)-Kvietiškio(1)	e313f0ee
Marijampolės	Narto	29	2	Marijampolės(29)-Narto(2)	a6f6dca4
Marijampolės	Laikštės	29	3	Marijampolės(29)-Laikštės(3)	e9fc2aa3
Marijampolės	Tarpučių	29	4	Marijampolės(29)-Tarpučių(4)	da258a1d
Marijampolės	Uosupio	29	5	Marijampolės(29)-Uosupio(5)	0ea4e59e
Marijampolės	Mokolų	29	6	Marijampolės(29)-Mokolų(6)	2fb3531b
Marijampolės	Degučių	29	7	Marijampolės(29)-Degučių(7)	3c81dca1
Marijampolės	Suvalkiečių	29	8	Marijampolės(29)-Suvalkiečių(8)	4ccde905
Marijampolės	Šaulių	29	9	Marijampolės(29)-Šaulių(9)	c5dbfd1e
Marijampolės	Kauno	29	10	Marijampolės(29)-Kauno(10)	376f154a
Marijampolės	Dariaus	29	11	Marijampolės(29)-Dariaus(11)	6d4e332a
Marijampolės	Beržų	29	12	Marijampolės(29)-Beržų(12)	e44e5d95
Marijampolės	Armino	29	13	Marijampolės(29)-Armino(13)	9783e46c
Marijampolės	Centro	29	15	Marijampolės(29)-Centro(15)	85a1fa43
Marijampolės	Mokolų	29	16	Marijampolės(29)-Mokolų(16)	e581000c
Alytaus	Amatų	30	1	Alytaus(30)-Amatų(1)	d93521c3
Alytaus	Ramanausko	30	2	Alytaus(30)-Ramanausko(2)	3ac785f6
Alytaus	Centro	30	3	Alytaus(30)-Centro(3)	bd9b6042
Alytaus	Matučio	30	4	Alytaus(30)-Matučio(4)	2b26df1c
Alytaus	Dzūkijos	30	7	Alytaus(30)-Dzūkijos(7)	d3039326
Alytaus	Naujoji	30	8	Alytaus(30)-Naujoji(8)	feba918d
Alytaus	Statybininkų	30	9	Alytaus(30)-Statybininkų(9)	43e58b79
Alytaus	Vilties	30	10	Alytaus(30)-Vilties(10)	137a73d3
Alytaus	Sporto	30	11	Alytaus(30)-Sporto(11)	ef7e7fd8
Alytaus	Vidzgirio	30	18	Alytaus(30)-Vidzgirio(18)	9786c30a
Alytaus	Jotvingių	30	19	Alytaus(30)-Jotvingių(19)	9b538874
Alytaus	Topolių	30	20	Alytaus(30)-Topolių(20)	5f9c204f
Alytaus	Volungės	30	21	Alytaus(30)-Volungės(21)	abf51ece
Alytaus	Jaunimo	30	22	Alytaus(30)-Jaunimo(22)	4dbc1450
Alytaus	Jurgiškių	30	23	Alytaus(30)-Jurgiškių(23)	a504e047
Alytaus	Likiškėlių	30	24	Alytaus(30)-Likiškėlių(24)	2ff6e3f1
Gargždų	Gargždų	31	1	Gargždų(31)-Gargždų(1)	843fb619
Gargždų	Gargždų	31	2	Gargždų(31)-Gargždų(2)	0a7e166b
Gargždų	Gargždų	31	3	Gargždų(31)-Gargždų(3)	721555da
Gargždų	Gargždų	31	4	Gargždų(31)-Gargždų(4)	dc5c758c
Gargždų	Endriejavo	31	5	Gargždų(31)-Endriejavo(5)	2448d82c
Gargždų	Judrėnų	31	6	Gargždų(31)-Judrėnų(6)	8aa1e9a4
Gargždų	Žadeikių	31	7	Gargždų(31)-Žadeikių(7)	48eca5fb
Gargždų	Daukšaičių	31	8	Gargždų(31)-Daukšaičių(8)	b9f96e8e
Gargždų	Pėžaičių	31	9	Gargždų(31)-Pėžaičių(9)	667972ab
Gargždų	Šalpėnų	31	10	Gargždų(31)-Šalpėnų(10)	544038f7
Gargždų	Veiviržėnų	31	11	Gargždų(31)-Veiviržėnų(11)	3423a317
Gargždų	Girininkų	31	12	Gargždų(31)-Girininkų(12)	2fa6ec94
Gargždų	Lapių	31	13	Gargždų(31)-Lapių(13)	941f0441
Gargždų	Tilvikų	31	14	Gargždų(31)-Tilvikų(14)	bfdfc219
Gargždų	Vėžaičių	31	15	Gargždų(31)-Vėžaičių(15)	d62fb5fc
Gargždų	Priekulės	31	16	Gargždų(31)-Priekulės(16)	4417bcb6
Gargždų	Agluonėnų	31	17	Gargždų(31)-Agluonėnų(17)	c565f7be
Gargždų	Dovilų	31	18	Gargždų(31)-Dovilų(18)	26dd8ca5
Gargždų	Ketvergių	31	19	Gargždų(31)-Ketvergių(19)	5a4f1faf
Gargždų	Šiūparių	31	20	Gargždų(31)-Šiūparių(20)	ef9cfeb2
Gargždų	Dauparų	31	21	Gargždų(31)-Dauparų(21)	1cb7950b
Gargždų	Kvietinių	31	22	Gargždų(31)-Kvietinių(22)	08cf0811
Gargždų	Girkalių	31	23	Gargždų(31)-Girkalių(23)	79a3264a
Gargždų	Kretingalės	31	24	Gargždų(31)-Kretingalės(24)	572a4913
Gargždų	Plikių	31	25	Gargždų(31)-Plikių(25)	e5d6b7af
Gargždų	Drevernos	31	26	Gargždų(31)-Drevernos(26)	71902767
Gargždų	Venckų	31	28	Gargždų(31)-Venckų(28)	8a99816e
Gargždų	Jakų	31	29	Gargždų(31)-Jakų(29)	3c268270
Gargždų	Dituvos	31	31	Gargždų(31)-Dituvos(31)	2f27f5df
Šilutės	Mokyklos	32	1	Šilutės(32)-Mokyklos(1)	a12dca50
Šilutės	Žalgirio	32	2	Šilutės(32)-Žalgirio(2)	71c11a9e
Šilutės	Martyno	32	3	Šilutės(32)-Martyno(3)	14812f1f
Šilutės	Politechnikos	32	4	Šilutės(32)-Politechnikos(4)	bf400500
Šilutės	Tilžės	32	5	Šilutės(32)-Tilžės(5)	80eabd92
Šilutės	Rusnės	32	6	Šilutės(32)-Rusnės(6)	85a93705
Šilutės	Ramučių	32	8	Šilutės(32)-Ramučių(8)	cb08babd
Šilutės	Pagrynių	32	10	Šilutės(32)-Pagrynių(10)	ef637cbb
Šilutės	Traksėdžių	32	11	Šilutės(32)-Traksėdžių(11)	10aa2d01
Šilutės	Jonaičių	32	12	Šilutės(32)-Jonaičių(12)	6b873c1f
Šilutės	Juknaičių	32	13	Šilutės(32)-Juknaičių(13)	d0eaac7b
Šilutės	Pašyšių	32	14	Šilutės(32)-Pašyšių(14)	bd77854d
Šilutės	Grabupių	32	16	Šilutės(32)-Grabupių(16)	fceae0f0
Šilutės	Macikų	32	17	Šilutės(32)-Macikų(17)	2467b2f2
Šilutės	Naujakurių	32	18	Šilutės(32)-Naujakurių(18)	dec222d9
Šilutės	Žemaitkiemio	32	19	Šilutės(32)-Žemaitkiemio(19)	a64b3a64
Šilutės	Saugų	32	21	Šilutės(32)-Saugų(21)	8840844a
Šilutės	Kintų	32	22	Šilutės(32)-Kintų(22)	05e564f6
Šilutės	Vilkyčių	32	23	Šilutės(32)-Vilkyčių(23)	9b931472
Šilutės	Stubrių	32	24	Šilutės(32)-Stubrių(24)	580efd30
Šilutės	Inkaklių	32	27	Šilutės(32)-Inkaklių(27)	bb9ce7a9
Šilutės	Katyčių	32	28	Šilutės(32)-Katyčių(28)	2b8b6719
Šilutės	Usėnų	32	29	Šilutės(32)-Usėnų(29)	c7196218
Šilutės	Lietuvininkų	32	35	Šilutės(32)-Lietuvininkų(35)	5800ef87
Šilutės	Liepų	32	36	Šilutės(32)-Liepų(36)	09c33705
Šilutės	Žemaičių	32	37	Šilutės(32)-Žemaičių(37)	c283ca9f
Šilutės	Degučių	32	38	Šilutės(32)-Degučių(38)	22aad4f4
Šilutės	Naumiesčio	32	39	Šilutės(32)-Naumiesčio(39)	fb9e27e2
Pietų	Šilalės	33	1	Pietų(33)-Šilalės(1)	10124894
Pietų	Giliogirio	33	2	Pietų(33)-Giliogirio(2)	2f37914d
Pietų	Balsių	33	2	Pietų(33)-Balsių(2)	bf445c80
Pietų	Labardžių	33	3	Pietų(33)-Labardžių(3)	7e177604
Pietų	Bijotų	33	3	Pietų(33)-Bijotų(3)	ea220a75
Pietų	Bilionių	33	4	Pietų(33)-Bilionių(4)	a0c1c7d7
Pietų	Bytlaukio	33	5	Pietų(33)-Bytlaukio(5)	8b23fa51
Pietų	Pelaičių	33	5	Pietų(33)-Pelaičių(5)	5895b4be
Pietų	Biržų	33	6	Pietų(33)-Biržų(6)	cbfc496c
Pietų	Rietavo	33	6	Pietų(33)-Rietavo(6)	9a7793f1
Pietų	Didkiemio	33	7	Pietų(33)-Didkiemio(7)	5f97adbb
Pietų	Gardamo	33	7	Pietų(33)-Gardamo(7)	646ecc00
Pietų	Sauslaukio	33	7	Pietų(33)-Sauslaukio(7)	251d10c2
Pietų	Gineikių	33	8	Pietų(33)-Gineikių(8)	e445bf47
Pietų	Tverų	33	8	Pietų(33)-Tverų(8)	95f3515e
Pietų	Girdiškės	33	9	Pietų(33)-Girdiškės(9)	296fdd48
Pietų	Šylių	33	9	Pietų(33)-Šylių(9)	95b84c8e
Pietų	Gimnazijos	33	9	Pietų(33)-Gimnazijos(9)	c7836591
Pietų	Iždonų	33	10	Pietų(33)-Iždonų(10)	2b79f475
Pietų	Jomantų	33	11	Pietų(33)-Jomantų(11)	d0d8fe46
Pietų	Jucaičių	33	12	Pietų(33)-Jucaičių(12)	e88a5c1c
Pietų	Kaltinėnų	33	13	Pietų(33)-Kaltinėnų(13)	f26ed564
Pietų	Kvėdarnos	33	14	Pietų(33)-Kvėdarnos(14)	985f821b
Pietų	Laukuvos	33	15	Pietų(33)-Laukuvos(15)	860dbc84
Pietų	Obelyno	33	16	Pietų(33)-Obelyno(16)	f6272d13
Pietų	Pajūrio	33	17	Pietų(33)-Pajūrio(17)	30b67599
Pietų	Pajūralio	33	18	Pietų(33)-Pajūralio(18)	5e5a984b
Pietų	Požerės	33	19	Pietų(33)-Požerės(19)	b25bc397
Pietų	Šiauduvos	33	20	Pietų(33)-Šiauduvos(20)	5e036f3b
Pietų	Tenenių	33	21	Pietų(33)-Tenenių(21)	d0de36ee
Pietų	Traksėdžio	33	22	Pietų(33)-Traksėdžio(22)	7ecca222
Pietų	Upynos	33	23	Pietų(33)-Upynos(23)	fbae73b9
Pietų	Žadeikių	33	24	Pietų(33)-Žadeikių(24)	7de48451
Pietų	Stemplių	33	25	Pietų(33)-Stemplių(25)	d72e3539
Pietų	Ligoninės	33	25	Pietų(33)-Ligoninės(25)	f4de92d6
Pietų	Palentinio	33	26	Pietų(33)-Palentinio(26)	032bed22
Pietų	Švėkšnos	33	26	Pietų(33)-Švėkšnos(26)	8ed98503
Pietų	Gimnazijos	33	27	Pietų(33)-Gimnazijos(27)	10ec803f
Pietų	Bikavėnų	33	30	Pietų(33)-Bikavėnų(30)	bd234cfe
Pietų	Gorainių	33	31	Pietų(33)-Gorainių(31)	0bd1719d
Pietų	Kivylių	33	32	Pietų(33)-Kivylių(32)	e863bf7a
Pietų	Vainuto	33	33	Pietų(33)-Vainuto(33)	feae2b9f
Pietų	Pempiškių	33	34	Pietų(33)-Pempiškių(34)	41a1d1ee
Tauragės	Prezidento	34	1	Tauragės(34)-Prezidento(1)	32301656
Tauragės	Tumo	34	2	Tauragės(34)-Tumo(2)	bf16445d
Tauragės	Tauragės	34	3	Tauragės(34)-Tauragės(3)	55a3eb88
Tauragės	Dariaus	34	4	Tauragės(34)-Dariaus(4)	cf8cd5fe
Tauragės	Aerodromo	34	5	Tauragės(34)-Aerodromo(5)	26d1ddac
Tauragės	Moksleivių	34	6	Tauragės(34)-Moksleivių(6)	43182b2f
Tauragės	Laisvės	34	7	Tauragės(34)-Laisvės(7)	537a6ef5
Tauragės	Melioratorių	34	9	Tauragės(34)-Melioratorių(9)	84fa9c12
Tauragės	Taurų	34	10	Tauragės(34)-Taurų(10)	b38474db
Tauragės	Lauksargių	34	11	Tauragės(34)-Lauksargių(11)	68c2df9c
Tauragės	Kęsčių	34	12	Tauragės(34)-Kęsčių(12)	2e897411
Tauragės	Sartininkų	34	13	Tauragės(34)-Sartininkų(13)	bccb9b1a
Tauragės	Žygaičių	34	14	Tauragės(34)-Žygaičių(14)	7f15f330
Tauragės	Vizbarų	34	15	Tauragės(34)-Vizbarų(15)	1844cf15
Tauragės	Aukštupių	34	16	Tauragės(34)-Aukštupių(16)	a6598cd0
Tauragės	Dapkiškių	34	17	Tauragės(34)-Dapkiškių(17)	2d825365
Tauragės	Norkaičių	34	18	Tauragės(34)-Norkaičių(18)	bb1c6b0d
Tauragės	Pagramančio	34	19	Tauragės(34)-Pagramančio(19)	e08ce16a
Tauragės	Mažonų	34	20	Tauragės(34)-Mažonų(20)	1d293faa
Tauragės	Lomių	34	21	Tauragės(34)-Lomių(21)	55caa5e2
Tauragės	Šakviečio	34	22	Tauragės(34)-Šakviečio(22)	75c672e5
Tauragės	Juodpetrių	34	23	Tauragės(34)-Juodpetrių(23)	fae01736
Tauragės	Skaudvilės	34	24	Tauragės(34)-Skaudvilės(24)	811709e2
Tauragės	Adakavo	34	25	Tauragės(34)-Adakavo(25)	8e36cbbb
Tauragės	Trepų	34	26	Tauragės(34)-Trepų(26)	e28706ea
Tauragės	Vaidilų	34	27	Tauragės(34)-Vaidilų(27)	9c012687
Tauragės	Batakių	34	28	Tauragės(34)-Batakių(28)	edfa2b72
Tauragės	Eidintų	34	29	Tauragės(34)-Eidintų(29)	79c77164
Tauragės	Gaurės	34	30	Tauragės(34)-Gaurės(30)	e9cd0c7a
Tauragės	Kunigiškių	34	31	Tauragės(34)-Kunigiškių(31)	a2334e79
Tauragės	Eičių	34	32	Tauragės(34)-Eičių(32)	52ce449e
Tauragės	Baltrušaičių	34	33	Tauragės(34)-Baltrušaičių(33)	5afd38c2
Tauragės	Dauglaukio	34	34	Tauragės(34)-Dauglaukio(34)	b68f0d6a
Tauragės	Drąslaukio	34	35	Tauragės(34)-Drąslaukio(35)	37577a89
Plungės	Daugėdų	35	1	Plungės(35)-Daugėdų(1)	1f1a6901
Plungės	Birutės	35	1	Plungės(35)-Birutės(1)	146cc5fb
Plungės	Dariaus	35	2	Plungės(35)-Dariaus(2)	81e101c6
Plungės	Jucio	35	3	Plungės(35)-Jucio(3)	d869955f
Plungės	Medingėnų	35	4	Plungės(35)-Medingėnų(4)	45044886
Plungės	Laisvės	35	4	Plungės(35)-Laisvės(4)	947c667b
Plungės	Mačernio	35	5	Plungės(35)-Mačernio(5)	50851aad
Plungės	Senamiesčio	35	6	Plungės(35)-Senamiesčio(6)	06382d7c
Plungės	Vaišvilos	35	7	Plungės(35)-Vaišvilos(7)	cfba5e7a
Plungės	Aleksandravo	35	8	Plungės(35)-Aleksandravo(8)	005529be
Plungės	Alsėdžių	35	9	Plungės(35)-Alsėdžių(9)	dbdc1cb3
Plungės	Didvyčių	35	11	Plungės(35)-Didvyčių(11)	fa7c0fdf
Plungės	Gegrėnų	35	12	Plungės(35)-Gegrėnų(12)	05a0408f
Plungės	Gintališkės	35	14	Plungės(35)-Gintališkės(14)	832ee783
Plungės	Glaudžių	35	15	Plungės(35)-Glaudžių(15)	5fdee073
Plungės	Grumblių	35	16	Plungės(35)-Grumblių(16)	4a4cfb2a
Plungės	Karklėnų	35	17	Plungės(35)-Karklėnų(17)	f2525ee5
Plungės	Kontaučių	35	18	Plungės(35)-Kontaučių(18)	816eedd8
Plungės	Kulių	35	19	Plungės(35)-Kulių(19)	9b8754bb
Plungės	Milašaičių	35	21	Plungės(35)-Milašaičių(21)	96dae365
Plungės	Narvaišių	35	23	Plungės(35)-Narvaišių(23)	5b7e8e2b
Plungės	Nausodžio	35	24	Plungės(35)-Nausodžio(24)	03723bc8
Plungės	Platelių	35	26	Plungės(35)-Platelių(26)	47c058a2
Plungės	Stalgėnų	35	29	Plungės(35)-Stalgėnų(29)	505551c7
Plungės	Stanelių	35	30	Plungės(35)-Stanelių(30)	571b7680
Plungės	Šateikių	35	31	Plungės(35)-Šateikių(31)	5665bb5c
Plungės	Truikių	35	32	Plungės(35)-Truikių(32)	e0620a6e
Plungės	Žemaičių	35	34	Plungės(35)-Žemaičių(34)	4d6ad675
Plungės	Žlibinų	35	35	Plungės(35)-Žlibinų(35)	8babe63a
Plungės	Prūsalių	35	37	Plungės(35)-Prūsalių(37)	d1b69296
Kretingos	Kaštonų	36	1	Kretingos(36)-Kaštonų(1)	d3277d63
Kretingos	Parko	36	1	Kretingos(36)-Parko(1)	995bc963
Kretingos	Daujoto	36	2	Kretingos(36)-Daujoto(2)	0c2bd069
Kretingos	Ateities	36	2	Kretingos(36)-Ateities(2)	3aed9e7d
Kretingos	Pabrėžos	36	3	Kretingos(36)-Pabrėžos(3)	90d30a22
Kretingos	Saulės	36	3	Kretingos(36)-Saulės(3)	976213a8
Kretingos	Vilniaus	36	4	Kretingos(36)-Vilniaus(4)	6d2e8bea
Kretingos	Vytauto	36	4	Kretingos(36)-Vytauto(4)	b58e259c
Kretingos	Daukanto	36	5	Kretingos(36)-Daukanto(5)	a5bfc09f
Kretingos	Aikštės	36	5	Kretingos(36)-Aikštės(5)	1fe676dc
Kretingos	Kauno	36	6	Kretingos(36)-Kauno(6)	b961553d
Kretingos	Kretingos	36	6	Kretingos(36)-Kretingos(6)	aad9d661
Kretingos	Jūros	36	7	Kretingos(36)-Jūros(7)	173dbc21
Kretingos	Kretingsodžio	36	26	Kretingos(36)-Kretingsodžio(26)	e058b73d
Kretingos	Vydmantų	36	28	Kretingos(36)-Vydmantų(28)	552794a4
Kretingos	Bajorų	36	40	Kretingos(36)-Bajorų(40)	dcafcf3b
Kretingos	Tiškevičiūtės	36	41	Kretingos(36)-Tiškevičiūtės(41)	aac10e4f
Kuršo	Skuodo	37	1	Kuršo(37)-Skuodo(1)	654d5903
Kuršo	Vilniaus	37	2	Kuršo(37)-Vilniaus(2)	9f15b14e
Kuršo	Laisvės	37	3	Kuršo(37)-Laisvės(3)	d250e26f
Kuršo	Aleksandrijos	37	4	Kuršo(37)-Aleksandrijos(4)	545e5aa1
Kuršo	Kaukolikų	37	5	Kuršo(37)-Kaukolikų(5)	69db4555
Kuršo	Gėsalų	37	6	Kuršo(37)-Gėsalų(6)	a3608825
Kuršo	Barstyčių	37	7	Kuršo(37)-Barstyčių(7)	0c046438
Kuršo	Salantų	37	7	Kuršo(37)-Salantų(7)	2b80fb0b
Kuršo	Darbėnų	37	8	Kuršo(37)-Darbėnų(8)	617fadbf
Kuršo	Lazdininkų	37	9	Kuršo(37)-Lazdininkų(9)	c11d8d62
Kuršo	Ylakių	37	9	Kuršo(37)-Ylakių(9)	a5d049ef
Kuršo	Trumplaukės	37	10	Kuršo(37)-Trumplaukės(10)	502eeb04
Kuršo	Kašučių	37	10	Kuršo(37)-Kašučių(10)	f26d3785
Kuršo	Kumpikų	37	11	Kuršo(37)-Kumpikų(11)	a654d82a
Kuršo	Vižančių	37	11	Kuršo(37)-Vižančių(11)	694bfbbb
Kuršo	Grūšlaukės	37	12	Kuršo(37)-Grūšlaukės(12)	70fd2337
Kuršo	Pašilės	37	12	Kuršo(37)-Pašilės(12)	0f815581
Kuršo	Mančių	37	13	Kuršo(37)-Mančių(13)	d959635a
Kuršo	Laukžemės	37	14	Kuršo(37)-Laukžemės(14)	9b56ed39
Kuršo	Lenkimų	37	14	Kuršo(37)-Lenkimų(14)	fbd6f77d
Kuršo	Piliakalnio	37	15	Kuršo(37)-Piliakalnio(15)	59859f57
Kuršo	Mosėdžio	37	15	Kuršo(37)-Mosėdžio(15)	2898f1e1
Kuršo	Žvainių	37	16	Kuršo(37)-Žvainių(16)	e952db59
Kuršo	Šauklių	37	16	Kuršo(37)-Šauklių(16)	c9c8009c
Kuršo	Laivių	37	17	Kuršo(37)-Laivių(17)	e0436736
Kuršo	Notėnų	37	17	Kuršo(37)-Notėnų(17)	19b0f196
Kuršo	Juodupėnų	37	18	Kuršo(37)-Juodupėnų(18)	5d29d995
Kuršo	Šliktinės	37	18	Kuršo(37)-Šliktinės(18)	29471f61
Kuršo	Erlėnų	37	19	Kuršo(37)-Erlėnų(19)	925aee46
Kuršo	Daukšių	37	19	Kuršo(37)-Daukšių(19)	079db650
Kuršo	Kalnalio	37	20	Kuršo(37)-Kalnalio(20)	45f2cd7d
Kuršo	Rūšupių	37	20	Kuršo(37)-Rūšupių(20)	f4db2f06
Kuršo	Luknės	37	21	Kuršo(37)-Luknės(21)	2a6e0e69
Kuršo	Kartenos	37	21	Kuršo(37)-Kartenos(21)	7f32f3d0
Kuršo	Kalniškių	37	22	Kuršo(37)-Kalniškių(22)	19b1eecd
Kuršo	Rūšupių	37	22	Kuršo(37)-Rūšupių(22)	e2a930b3
Kuršo	Šačių	37	23	Kuršo(37)-Šačių(23)	ccf495fd
Kuršo	Kurmaičių	37	23	Kuršo(37)-Kurmaičių(23)	c8201ac2
Kuršo	Rukų	37	24	Kuršo(37)-Rukų(24)	4ff9ab93
Kuršo	Dvaro	37	24	Kuršo(37)-Dvaro(24)	fdacb01d
Kuršo	Padvarių	37	25	Kuršo(37)-Padvarių(25)	6374f740
Kuršo	Rūdaičių	37	27	Kuršo(37)-Rūdaičių(27)	99fedf82
Kuršo	Kūlupėnų	37	29	Kuršo(37)-Kūlupėnų(29)	fcc049d5
Kuršo	Nasrėnų	37	30	Kuršo(37)-Nasrėnų(30)	6b11688e
Kuršo	Baublių	37	31	Kuršo(37)-Baublių(31)	47b43b6a
Kuršo	Budrių	37	32	Kuršo(37)-Budrių(32)	936bf1cc
Kuršo	Mikoliškių	37	33	Kuršo(37)-Mikoliškių(33)	5c08bc11
Kuršo	Dupulčių	37	34	Kuršo(37)-Dupulčių(34)	7361b97b
Kuršo	Raguviškių	37	35	Kuršo(37)-Raguviškių(35)	bde52eef
Kuršo	Rubulių	37	36	Kuršo(37)-Rubulių(36)	9e1fef29
Kuršo	Jokūbavo	37	37	Kuršo(37)-Jokūbavo(37)	973fe173
Kuršo	Valėnų	37	38	Kuršo(37)-Valėnų(38)	324c9bf0
Kuršo	Leliūnų	37	39	Kuršo(37)-Leliūnų(39)	ad8984ac
Mažeikių	Račkausko	38	1	Mažeikių(38)-Račkausko(1)	b6d3daba
Mažeikių	Senamieščio	38	2	Mažeikių(38)-Senamieščio(2)	0d0d60af
Mažeikių	Kęstučio	38	3	Mažeikių(38)-Kęstučio(3)	5f88fdbc
Mažeikių	Gabijos	38	4	Mažeikių(38)-Gabijos(4)	bbabcadc
Mažeikių	Žemaitijos	38	5	Mažeikių(38)-Žemaitijos(5)	33ea6776
Mažeikių	Reivyčių	38	6	Mažeikių(38)-Reivyčių(6)	d64ee3fc
Mažeikių	Pavasario	38	7	Mažeikių(38)-Pavasario(7)	c7b521b8
