b1	b2	b3	b4	b5	partija	apylinkė
1	2	8	9	13	LTSąrašas	Žiemgalos(46)-Žadžiūnų(15)
1	4	6	10	12	ŽaliųjųP	Žiemgalos(46)-Ūdekų(37)
2	4	6	10	11	LiaudiesP	Šalčininkų(56)-Gerviškių(6)
4	5	6	8	10	DarboPartija	Gargždų(31)-Daukšaičių(8)
1	2	6	9	16	LiaudiesP	Varėnos(70)-Žaizdrių(34)
1	3	5	6	19	LaisvSąjung	Pietų(33)-Giliogirio(2)
1	3	7	11	12	LiaudiesP	Raseinių(42)-Vainikų(49)
1	3	9	10	11	LenkųAkcija	Kelmės(41)-Dirvonėnų(38)
1	4	5	9	15	Tautininkai	Raseinių(42)-Paupio(10)
1	4	8	9	12	LaisvSąjung	Tauragės(34)-Vaidilų(27)
2	4	6	8	14	Tautininkai	Biržų(48)-Vabalninko(32)
2	5	7	8	12	LaisvSąjung	Radviliškio(44)-Vadaktų(39)
4	6	7	8	9	Tautininkai	Zanavykų(64)-Slabadų(43)
1	2	7	11	14	LTSąrašas	Dzūkijos(69)-Mergalaukio(17)
1	3	6	10	15	DrąsosKelias	Pietų(33)-Šiauduvos(20)
1	3	8	9	14	LiaudiesP	Šilutės(32)-Grabupių(16)
1	6	7	9	12	DrąsosKelias	Anykščių(49)-Liūdynės(35)
2	16	17	-	-	DrąsosKelias	Nemenčinės(55)-Avižienių(1)
3	9	11	12	-	Liberalai	Šalčininkų(56)-Akmenynės(28)
5	6	7	8	9	LenkųAkcija	Centro(13)-Sporto(47)
5	6	7	8	9	LenkųAkcija	Tauragės(34)-Žygaičių(14)
5	6	7	8	9	LiaudiesP	Sūduvos(63)-Padovinio(29)
1	2	3	10	20	LTSąrašas	Plungės(35)-Žemaičių(34)
1	2	3	11	19	ŽaliųjųP	Pasvalio(47)-Kauksnųjų(13)
1	2	3	4	26	ŽaliųjųP	Telšių(40)-Mitkaičių(16)
1	2	3	5	25	Tautininkai	Plungės(35)-Narvaišių(23)
1	2	4	14	15	LTSąrašas	Akmenės(39)-Užlieknės(19)
1	2	4	7	22	LTSąrašas	Šalčininkų(56)-Tabariškių(27)
1	2	5	11	17	Tautininkai	Jurbarko(62)-Žukų(11)
1	2	7	10	16	Krivick	Nalšios(53)-Meikštų(16)
1	2	7	12	14	LTSąrašas	Jurbarko(62)-Rutkiškių(10)
1	2	7	9	17	DrąsosKelias	Šalčininkų(56)-Baltosios(24)
1	2	7	9	17	DrąsosKelias	Ukmergės(61)-Linų(12)
1	2	8	11	14	LiaudiesP	Žiemgalos(46)-Linkuvos(16)
1	3	8	11	13	LiaudiesP	Lazdijų(71)-Noragėlių(17)
1	4	6	12	13	Tautininkai	Kelmės(41)-Gailių(4)
1	5	9	10	11	Tautininkai	Akmenės(39)-Šapnagių(14)
2	3	5	11	15	Tautininkai	Medininkų(57)-Savičiūnų(43)
2	6	8	9	11	Tautininkai	Raudondvario(65)-Voškonių(11)
1	2	4	11	19	LiaudiesP	Raseinių(42)-Vosiliškio(32)
1	3	8	10	15	ŽaliųjųP	Kuršo(37)-Kalniškių(22)
1	9	10	17	-	DrąsosKelias	Plungės(35)-Stalgėnų(29)
2	16	19	-	-	DrąsosKelias	Raseinių(42)-Kalnujų(5)
37	-	-	-	-	DarboPartija	Dzūkijos(69)-Junčionių(35)
4	5	6	7	15	LiaudiesP	Zanavykų(64)-Barzdų(4)
4	5	6	8	14	Tautininkai	Žiemgalos(46)-Darginių(6)
1	2	17	18	-	DrąsosKelias	Varėnos(70)-Krūminių(10)
1	2	3	15	17	Tautininkai	Žiemgalos(46)-Triškonių(36)
1	2	9	12	14	Liberalai	Vilkaviškio(68)-Alksnėnų(28)
3	4	6	10	15	Tautininkai	Jurbarko(62)-Raudonės(25)
3	5	6	7	17	LaisvSąjung	Kuršo(37)-Ylakių(9)
7	10	21	-	-	ŽaliųjųP	Tauragės(34)-Vizbarų(15)
1	2	10	12	14	LiaudiesP	Radviliškio(44)-Minaičių(16)
1	38	-	-	-	ŽaliųjųP	Sūduvos(63)-Mockų(6)
1	6	8	10	14	Tautininkai	Šilutės(32)-Politechnikos(4)
2	3	8	12	14	LenkųAkcija	Kaišiadorių(59)-Kalvių(6)
1	2	13	24	-	LTSąrašas	Raseinių(42)-Kryžkalnio(13)
1	2	4	13	20	LTSąrašas	Anykščių(49)-Katlėrių(21)
1	2	6	14	17	LTSąrašas	Molėtų(54)-Medžiukų(12)
1	2	7	13	17	LTSąrašas	Varėnos(70)-Krūminių(10)
1	2	7	14	16	LenkųAkcija	Pasvalio(47)-Vaškų(35)
1	4	7	10	18	LaisvSąjung	Tauragės(34)-Lomių(21)
1	4	7	9	19	Tautininkai	Sėlos(50)-Panemunio(40)
1	5	8	9	17	DrąsosKelias	Baltijos(20)-Klaipėdos(21)
1	5	9	11	14	LiaudiesP	Kėdainių(43)-Miegėnų(23)
1	6	8	11	14	LenkųAkcija	Anykščių(49)-Jotainių(39)
19	21	-	-	-	Tautininkai	Jonavos(60)-Liepių(16)
3	5	8	10	14	LaisvSąjung	Šalčininkų(56)-Jurzdikos(13)
3	6	8	23	-	DrąsosKelias	Gargždų(31)-Drevernos(26)
1	2	15	23	-	LTSąrašas	Kelmės(41)-Mockaičių(21)
1	2	3	5	30	ValstŽal	Diplomatinė-Armėnija(3)
1	2	5	8	25	Tautininkai	Naujosios(10)-Darželio(467)
1	2	8	9	21	DrąsosKelias	Plungės(35)-Stanelių(30)
1	2	3	11	25	LTSąrašas	Tauragės(34)-Eičių(32)
1	2	3	8	28	LiaudiesP	Raseinių(42)-Didžiulių(46)
1	2	5	8	26	LiaudiesP	Anykščių(49)-Nausodės(32)
2	6	10	24	-	DrąsosKelias	Gargždų(31)-Venckų(28)
4	5	7	12	14	LTSąrašas	Raudondvario(65)-Padauguvos(35)
5	6	9	10	12	ŽaliųjųP	Žiemgalos(46)-Sosdvario(34)
1	2	11	13	16	LTSąrašas	Anykščių(49)-Svirnų(15)
1	6	10	12	14	Krivick	Diplomatinė-Graikija(15)
19	24	-	-	-	LTSąrašas	Tauragės(34)-Dapkiškių(17)
2	7	8	9	17	DrąsosKelias	Lazdijų(71)-Avižienių(1)
3	4	5	15	16	Tautininkai	Sūduvos(63)-Ąžuolų(11)
3	4	8	10	18	LenkųAkcija	Tauragės(34)-Dapkiškių(17)
43	-	-	-	-	LaisvSąjung	Aukštaitijos(28)-Smilgių(20)
5	6	8	10	14	LiaudiesP	Anykščių(49)-Šerių(16)
1	2	10	11	20	DrąsosKelias	Šilutės(32)-Martyno(3)
1	2	7	34	-	ŽaliųjųP	Anykščių(49)-Skiemonių(22)
5	6	8	11	14	LenkųAkcija	Kėdainių(43)-Beržų(53)
1	2	14	28	-	DrąsosKelias	Pasvalio(47)-Kalno(3)
1	2	3	11	28	LiaudiesP	Molėtų(54)-Virvyčių(6)
1	2	5	13	24	LTSąrašas	Vilkaviškio(68)-Virbalio(7)
1	2	6	7	29	LTSąrašas	Anykščių(49)-Dabužių(13)
1	2	8	16	18	DrąsosKelias	Kėdainių(43)-Gudžiūnų(8)
1	3	4	11	26	LiaudiesP	Šalčininkų(56)-Baltosios(24)
1	3	5	6	30	ŽaliųjųP	Žiemgalos(46)-Pašvitinio(26)
2	5	11	13	14	LenkųAkcija	Raseinių(42)-Požėčių(24)
5	8	9	10	13	DrąsosKelias	Justiniškių(7)-Viršuliškių(252)
1	5	7	9	24	LenkųAkcija	Sūduvos(63)-Sasnavos(18)
2	15	29	-	-	LTSąrašas	Diplomatinė-Ukraina(41)
2	3	4	5	32	LenkųAkcija	Aukštaitijos(28)-Žibartonių(11)
2	5	6	9	24	DrąsosKelias	Diplomatinė-Latvija(27)
1	2	3	8	33	Tautininkai	Ukmergės(61)-Žemaitkiemio(40)
1	3	7	9	27	Krivick	Molėtų(54)-Medžiukų(12)
1	5	7	14	20	LTSąrašas	Vilkaviškio(68)-Matlaukio(19)
1	6	11	14	15	LaisvSąjung	Utenos(51)-Vilučių(27)
3	7	10	13	14	LenkųAkcija	Kuršo(37)-Vižančių(11)
1	2	13	15	17	DrąsosKelias	Trakų(58)-Rykantų(21)
1	2	6	18	21	DrąsosKelias	Lazdijų(71)-Atgimimo(3)
1	2	9	15	21	LTSąrašas	Medininkų(57)-Senasalio(42)
1	7	40	-	-	LaisvSąjung	Šalčininkų(56)-Zavišonių(5)
2	21	25	-	-	LTSąrašas	Jurbarko(62)-Panemunės(2)
1	19	29	-	-	LenkųAkcija	Tauragės(34)-Dariaus(4)
1	2	4	10	32	LenkųAkcija	Biržų(48)-Kirdonių(14)
1	2	7	11	28	LiaudiesP	Šalčininkų(56)-Baušių(34)
1	4	7	11	26	LiaudiesP	Kuršo(37)-Aleksandrijos(4)
13	14	22	-	-	DrąsosKelias	Mažeikių(38)-Naftininkų(8)
2	3	7	12	25	LaisvSąjung	Kuršėnų(45)-Šiupylių(19)
2	4	8	10	25	Liberalai	Radviliškio(44)-Pašušvio(20)
3	7	10	11	18	Tautininkai	Biržų(48)-Salamiesčio(17)
1	2	11	15	21	Tautininkai	Varėnos(70)-Karapolio(16)
1	2	7	16	24	LTSąrašas	Pasvalio(47)-Šukionių(35)
1	2	8	19	20	LenkųAkcija	Molėtų(54)-Vorėnų(23)
1	7	10	15	17	DrąsosKelias	Šeškinės(6)-Tujų(351)
1	9	10	12	18	LiaudiesP	Nemenčinės(55)-Eitminiškių(32)
3	8	9	10	20	LenkųAkcija	Kuršėnų(45)-Sauginių(36)
8	9	10	11	12	DrąsosKelias	Žiemgalos(46)-Žagarės(4)
1	11	12	13	14	LenkųAkcija	Molėtų(54)-Alekniškio(16)
1	2	3	4	41	Tautininkai	Vilkaviškio(68)-Piliakalnių(12)
1	3	7	19	21	LaisvSąjung	Ukmergės(61)-Transporto(8)
1	2	10	17	22	LTSąrašas	Šilutės(32)-Ramučių(8)
1	2	10	18	21	DrąsosKelias	Justiniškių(7)-Žemynos(307)
1	2	5	17	27	DrąsosKelias	Kuršo(37)-Lazdininkų(9)
1	3	5	15	28	LiaudiesP	Molėtų(54)-Širvintų(19)
1	4	5	8	34	LTSąrašas	Tauragės(34)-Kunigiškių(31)
1	2	9	10	31	ŽaliųjųP	Ukmergės(61)-Tulpiakiemio(17)
1	5	8	19	20	LenkųAkcija	Molėtų(54)-Videniškių(22)
1	6	7	11	28	LaisvSąjung	Vilkaviškio(68)-Keturvalakių(16)
2	3	14	15	19	LTSąrašas	Jonavos(60)-Juškonių(20)
1	2	14	37	-	ŽaliųjųP	Anykščių(49)-Katinų(36)
1	2	4	16	31	LTSąrašas	Nemenčinės(55)-Eitminiškių(32)
1	2	5	15	31	LTSąrašas	Ukmergės(61)-Lėno(20)
1	2	7	10	34	ŽaliųjųP	Jurbarko(62)-Šimkaičių(14)
1	4	10	14	25	LiaudiesP	Kelmės(41)-Mockaičių(21)
1	2	9	17	26	LTSąrašas	Varėnos(70)-Puodžių(1)
1	3	8	21	22	ŽaliųjųP	Nalšios(53)-Svirkų(14)
1	5	15	16	18	LenkųAkcija	Tauragės(34)-Norkaičių(18)
1	9	12	33	-	LaisvSąjung	Nemenčinės(55)-Sužionių(45)
3	6	8	15	23	LaisvSąjung	Sūduvos(63)-Višakio(7)
9	10	11	12	13	ŽaliųjųP	Pietų(33)-Stemplių(25)
1	2	10	20	23	DrąsosKelias	Pietų(33)-Švėkšnos(26)
1	2	3	17	33	DrąsosKelias	Žiemgalos(46)-Satkūnų(21)
1	2	10	13	31	LTSąrašas	Kelmės(41)-Užvenčio(36)
1	2	12	16	26	LenkųAkcija	Pasvalio(47)-Papyvesių(15)
1	2	6	21	27	Krivick	Anykščių(49)-Mažėnių(43)
1	2	6	9	39	Tautininkai	Raseinių(42)-Šarkių(15)
1	2	7	20	27	LiaudiesP	Radviliškio(44)-Daugėlaičių(7)
1	4	6	20	26	Tautininkai	Telšių(40)-Nevarėnų(15)
4	6	7	19	21	LaisvSąjung	Pasvalio(47)-Narteikių(11)
8	10	12	13	14	LTSąrašas	Dzūkijos(69)-Butrimonių(30)
9	10	11	13	14	DrąsosKelias	Karoliniškių(8)-Papilėnų(310)
2	5	9	13	29	Tautininkai	Biržų(48)-Senamiesčio(9)
5	8	12	13	20	Krivick	Diplomatinė-Baltarusija(701)
9	10	12	13	14	LTSąrašas	Sėlos(50)-Lašų(28)
1	11	21	26	-	LiaudiesP	Radviliškio(44)-Beinoravos(5)
1	2	14	16	26	LenkųAkcija	Pasvalio(47)-Mažeikonių(19)
5	11	13	14	16	Tautininkai	Danės(23)-Karklės(32)
6	8	12	13	20	LiaudiesP	Pasvalio(47)-Švobiškio(7)
1	4	6	13	36	ŽaliųjųP	Varėnos(70)-Čižiūnų(15)
1	5	7	9	38	LaisvSąjung	Nalšios(53)-Taujūnų(25)
10	11	12	13	14	DrąsosKelias	Pietų(33)-Gimnazijos(9)
2	5	15	38	-	ŽaliųjųP	Kelmės(41)-Šilėnų(14)
2	6	13	19	20	LTSąrašas	Šalčininkų(56)-Geležinkelio(21)
3	7	11	14	25	LenkųAkcija	Kuršėnų(45)-Centro(25)
7	9	10	16	18	LenkųAkcija	Pietų(33)-Balsių(2)
1	5	8	13	34	LTSąrašas	Raseinių(42)-Lyduvėnų(34)
15	17	29	-	-	Tautininkai	Plungės(35)-Medingėnų(4)
4	13	20	24	-	Tautininkai	Šalčininkų(56)-Gornostajiškių(14)
1	2	10	22	27	LiaudiesP	Kaišiadorių(59)-Mūro(30)
1	2	3	25	31	LaisvSąjung	Kelmės(41)-Verpenos(39)
1	5	8	15	33	Tautininkai	Dzūkijos(69)-Kavalčiukų(19)
1	6	13	20	22	LaisvSąjung	Lazdijų(71)-Dumblio(5)
3	9	10	11	29	LaisvSąjung	Biržų(48)-Paketurių(15)
5	10	12	14	21	ŽaliųjųP	Jurbarko(62)-Volungiškės(16)
5	11	13	16	17	DrąsosKelias	Ukmergės(61)-Žemaitkiemio(40)
1	11	15	16	20	LTSąrašas	Sūduvos(63)-Brazavo(12)
1	2	13	16	31	ŽaliųjųP	Dzūkijos(69)-Žagarių(29)
1	2	15	20	25	ŽaliųjųP	Biržų(48)-Pučiakalnės(13)
1	2	5	23	32	DrąsosKelias	Verkių(12)-Bajorų(215)
1	2	7	15	38	Tautininkai	Vilkaviškio(68)-Karalkrėslio(26)
1	3	10	16	33	DrąsosKelias	Raudondvario(65)-Mokyklos(50)
1	4	6	18	34	LiaudiesP	Nalšios(53)-Reškutėnų(7)
1	4	7	15	36	LaisvSąjung	Dzūkijos(69)-Meškučių(42)
2	9	10	19	23	DarboPartija	Žiemgalos(46)-Skilvionių(32)
3	5	11	13	31	DarboPartija	Diplomatinė-Vokietija(4501)
1	5	11	21	26	LiaudiesP	Šilutės(32)-Saugų(21)
1	6	9	10	38	ŽaliųjųP	Visagino(52)-Atgimimo(4)
1	7	13	20	23	LTSąrašas	Lazdijų(71)-Grūto(8)
4	9	13	15	23	Tautininkai	Diplomatinė-Egiptas(13)
64	-	-	-	-	LenkųAkcija	Dzūkijos(69)-Panemunės(17)
1	2	10	15	37	LTSąrašas	Raseinių(42)-Sujainių(7)
1	2	11	22	29	LTSąrašas	Kuršo(37)-Baublių(31)
1	2	3	21	38	LTSąrašas	Kuršo(37)-Rūšupių(20)
1	3	10	25	26	DrąsosKelias	Trakų(58)-Semeliškių(11)
14	18	33	-	-	DrąsosKelias	Vilkaviškio(68)-Serdokų(36)
5	9	15	16	20	ŽaliųjųP	Kuršėnų(45)-Šiupylių(19)
6	7	9	13	30	Tautininkai	Visagino(52)-Vilties(13)
1	2	13	19	31	LTSąrašas	Visagino(52)-Imbrado(7)
1	3	13	24	25	LaisvSąjung	Kuršo(37)-Leliūnų(39)
1	3	4	7	51	LaisvSąjung	Anykščių(49)-Skiemonių(22)
1	7	11	22	25	LenkųAkcija	Kelmės(41)-Verpenos(39)
1	9	11	17	28	LiaudiesP	Trakų(58)-Daugirdiškių(8)
3	6	7	50	-	LenkųAkcija	Prienų(67)-Jiezno(18)
6	10	12	13	25	Tautininkai	Molėtų(54)-Družų(17)
1	10	27	29	-	LiaudiesP	Pietų(33)-Traksėdžio(22)
1	3	4	16	43	LaisvSąjung	Kuršo(37)-Grūšlaukės(12)
1	5	7	20	34	Tautininkai	Radviliškio(44)-Pavartyčių(21)
2	9	16	17	23	DrąsosKelias	Danės(23)-Kalotės(27)
5	8	10	14	30	ŽaliųjųP	Žiemgalos(46)-Draudelių(5)
1	5	6	14	42	LaisvSąjung	Kuršo(37)-Pašilės(12)
2	9	13	15	29	LTSąrašas	Zanavykų(64)-Slavikų(30)
9	14	20	25	-	DrąsosKelias	Lazdijų(71)-Vytautų(13)
1	17	18	33	-	DrąsosKelias	Marijampolės(29)-Šaulių(9)
1	3	11	15	39	Tautininkai	Tauragės(34)-Drąslaukio(35)
9	10	12	18	20	DrąsosKelias	Kelmės(41)-Mackevičiaus(10)
2	8	10	21	29	LiaudiesP	Kuršo(37)-Piliakalnio(15)
1	2	10	18	40	LenkųAkcija	Gargždų(31)-Lapių(13)
1	5	10	25	30	Tautininkai	Jurbarko(62)-Juodaičių(17)
2	11	14	20	24	LTSąrašas	Šalčininkų(56)-Krakūnų(31)
72	-	-	-	-	Liberalai	Šalčininkų(56)-Krakūnų(31)
1	8	11	26	27	LiaudiesP	Utenos(51)-Kirdeikių(18)
2	7	18	21	25	LTSąrašas	Dzūkijos(69)-Nemunaičio(50)
3	16	22	32	-	DrąsosKelias	Verkių(12)-Muitininkų(24)
6	10	12	19	26	LiaudiesP	Sėlos(50)-Salų(26)
10	12	14	18	20	LaisvSąjung	Dzūkijos(69)-Punios(26)
1	15	17	20	22	LTSąrašas	Gargždų(31)-Šalpėnų(10)
1	2	7	65	-	Tautininkai	Pietų(33)-Bilionių(4)
1	8	11	23	32	DrąsosKelias	Jurbarko(62)-Stoniškių(7)
1	9	16	22	27	DrąsosKelias	Naujosios(10)-Liepkalnio(116)
11	13	15	17	19	LiaudiesP	Anykščių(49)-Šovenių(17)
5	10	15	20	25	ŽaliųjųP	Anykščių(49)-Dabužių(13)
1	11	14	24	26	LiaudiesP	Pietų(33)-Pajūralio(18)
10	12	16	18	20	LiaudiesP	Biržų(48)-Anglininkų(6)
3	8	12	20	33	Tautininkai	Anykščių(49)-Vaitkūnų(27)
1	2	17	27	30	DrąsosKelias	Aukštaitijos(28)-Molainių(42)
1	7	69	-	-	Liberalai	Nalšios(53)-Šiūlėnų(23)
1	9	13	21	33	Tautininkai	Gargždų(31)-Šiūparių(20)
1	10	19	21	27	ŽaliųjųP	Visagino(52)-Atžalyno(6)
1	2	4	33	38	Tautininkai	Prienų(67)-Kašonių(19)
1	9	12	27	29	LTSąrašas	Zanavykų(64)-Ritinių(35)
9	11	12	14	32	LenkųAkcija	Jonavos(60)-Kuigalių(21)
1	10	14	26	28	LiaudiesP	Sūduvos(63)-Jusevičių(7)
1	2	18	25	33	LTSąrašas	Biržų(48)-Vabalninko(32)
1	7	10	23	38	Tautininkai	Kelmės(41)-Butkiškės(2)
2	3	74	-	-	Liberalai	Šalčininkų(56)-Gornostajiškių(14)
5	9	13	20	32	DrąsosKelias	Ukmergės(61)-Kauno(9)
1	10	12	28	29	LiaudiesP	Kaišiadorių(59)-Zūbiškių(24)
1	2	14	28	35	LiaudiesP	Lazdijų(71)-Bugiedos(3)
1	4	16	28	31	ŽaliųjųP	Žiemgalos(46)-Gasčiūnų(10)
1	7	13	24	36	LiaudiesP	Nemenčinės(55)-Skirlėnų(47)
1	8	14	28	30	DrąsosKelias	Raseinių(42)-Pramonės(4)
2	15	19	20	25	LTSąrašas	Vilkaviškio(68)-Karalkrėslio(26)
1	2	3	9	67	DarboPartija	Diplomatinė-Graikija(15)
1	2	4	6	70	Krivick	Žiemgalos(46)-Pošupių(36)
4	7	15	28	29	TvarkTeis	Diplomatinė-Vengrija(43)
1	8	11	28	36	LiaudiesP	Šilutės(32)-Katyčių(28)
1	8	13	24	39	LTSąrašas	Anykščių(49)-Andrioniškio(36)
10	15	25	35	-	LenkųAkcija	Diplomatinė-Ukraina(41)
2	11	14	17	41	LenkųAkcija	Marijampolės(29)-Tarpučių(4)
1	2	9	10	64	Krivick	Pasvalio(47)-Žvirblonių(39)
2	3	25	26	30	Krivick	Dzūkijos(69)-Kavalčiukų(19)
3	6	21	27	30	LTSąrašas	Plungės(35)-Kontaučių(18)
9	11	14	25	28	LiaudiesP	Diplomatinė-Ukraina(41)
1	12	17	28	30	DrąsosKelias	Nemenčinės(55)-Nemenčinės(51)
1	7	10	33	37	LaisvSąjung	Tauragės(34)-Baltrušaičių(33)
12	20	22	35	-	ŽaliųjųP	Plungės(35)-Daugėdų(1)
2	9	18	25	35	LTSąrašas	Visagino(52)-Šaulių(14)
1	10	21	26	32	DrąsosKelias	Šilutės(32)-Žemaičių(37)
1	4	23	29	34	LiaudiesP	Akmenės(39)-Lūšės(34)
2	3	4	17	65	LenkųAkcija	Kėdainių(43)-Šėtos(44)
2	7	23	25	35	LaisvSąjung	Vilkaviškio(68)-Alksnėnų(28)
1	17	18	28	29	LenkųAkcija	Vilkaviškio(68)-Klampučių(35)
1	4	8	33	47	Liberalai	Šalčininkų(56)-Turgelių(25)
1	6	16	34	37	SocDemai	Diplomatinė-Rumunija(34)
1	8	9	21	55	Krivick	Raseinių(42)-Langakių(17)
6	14	19	22	33	DrąsosKelias	Sūduvos(63)-Gudelių(26)
6	9	22	57	-	LaisvSąjung	Vilkaviškio(68)-Ramoniškių(32)
1	10	18	21	45	TvarkTeis	Varėnos(70)-Puvočių(8)
2	15	16	28	34	ŽaliųjųP	Diplomatinė-Moldova(29)
1	10	13	36	37	ŽaliųjųP	Visagino(52)-Bangos(11)
1	15	18	29	35	LenkųAkcija	Prienų(67)-Birštono(1)
7	14	25	53	-	LaisvSąjung	Diplomatinė-Brazilija(47)
1	14	16	32	37	LTSąrašas	Molėtų(54)-Žalvarių(2)
3	6	11	33	47	LenkųAkcija	Prienų(67)-Pieštuvėnų(33)
1	2	28	34	36	LiaudiesP	Sūduvos(63)-Jūrės(9)
1	5	11	32	54	Tautininkai	Marijampolės(29)-Mokolų(16)
3	7	11	82	-	LenkųAkcija	Akmenės(39)-Pievėnų(35)
5	15	19	29	35	LTSąrašas	Radviliškio(44)-Vaitiekūnų(40)
7	9	10	36	41	LaisvSąjung	Diplomatinė-Baltarusija(701)
1	22	24	28	29	LiaudiesP	Varėnos(70)-Čižiūnų(15)
4	8	12	17	63	LenkųAkcija	Anykščių(49)-Janušavos(14)
1	17	25	28	35	Tautininkai	Plungės(35)-Didvyčių(11)
12	16	20	26	33	LiaudiesP	Diplomatinė-Indija(46)
1	2	4	38	63	Tautininkai	Raseinių(42)-Vosiliškio(32)
1	6	15	33	54	Tautininkai	Kelmės(41)-Pavėžupio(28)
10	15	25	29	30	DrąsosKelias	Pietų(33)-Jomantų(11)
6	8	26	31	38	LiaudiesP	Sėlos(50)-Lukštų(18)
1	7	15	33	54	Tautininkai	Akmenės(39)-Pievėnų(35)
2	8	28	32	40	LenkųAkcija	Mažeikių(38)-Laižuvos(33)
1	8	30	34	38	LTSąrašas	Pietų(33)-Vainuto(33)
1	14	28	33	36	LTSąrašas	Jurbarko(62)-Šilgalių(8)
16	18	22	24	32	LiaudiesP	Kaišiadorių(59)-Stabintiškių(20)
2	16	23	32	40	LenkųAkcija	Vilkaviškio(68)-Vilkaviškio(3)
2	18	24	30	39	LTSąrašas	Kelmės(41)-Kukečių(15)
1	26	28	29	31	DrąsosKelias	Akmenės(39)-Kalniškių(20)
11	23	25	27	30	DrąsosKelias	Ukmergės(61)-Veprių(35)
15	20	38	43	-	LaisvSąjung	Sūduvos(63)-Aistiškių(17)
7	12	19	38	40	Liberalai	Pietų(33)-Gorainių(31)
7	14	24	34	38	LenkųAkcija	Anykščių(49)-Velžio(34)
9	15	22	34	38	LaisvSąjung	Dzūkijos(69)-Eičiūnų(32)
15	20	29	56	-	LaisvSąjung	Žiemgalos(46)-Gaižaičių(9)
1	16	19	35	50	LenkųAkcija	Kelmės(41)-Varputėnų(31)
2	25	28	31	36	LTSąrašas	Medininkų(57)-Pakenės(15)
1	3	5	46	68	LaisvSąjung	Sūduvos(63)-Tautkaičių(40)
2	4	8	9	103	Liberalai	Kelmės(41)-Žalpių(41)
30	31	32	33	-	DrąsosKelias	Pasvalio(47)-Gulbinėnų(13)
1	10	17	49	50	Tautininkai	Jurbarko(62)-Šilgalių(8)
8	11	34	36	38	ŽaliųjųP	Žiemgalos(46)-Lieporų(26)
1	9	21	38	59	Tautininkai	Žiemgalos(46)-Mindaugių(19)
3	10	11	47	57	LenkųAkcija	Telšių(40)-Varnių(28)
3	4	5	13	105	LaisvSąjung	Lazdijų(71)-Grūto(8)
12	18	22	36	44	Tautininkai	Telšių(40)-Eigirdžių(12)
1	2	31	49	50	LenkųAkcija	Kelmės(41)-Butkiškės(2)
2	10	14	30	77	LenkųAkcija	Kelmės(41)-Užvenčio(36)
134	-	-	-	-	LenkųAkcija	Alytaus(30)-Likiškėlių(24)
13	20	32	34	36	Tautininkai	Varėnos(70)-Rudnios(35)
135	-	-	-	-	DarboPartija	Kelmės(41)-Karklėnų(8)
7	15	21	40	53	Tautininkai	Varėnos(70)-Dusmenų(22)
2	16	17	41	62	LenkųAkcija	Sūduvos(63)-Bagotosios(5)
13	41	43	44	-	ValstŽal	Šalčininkų(56)-Tribonių(7)
1	35	36	37	38	LiaudiesP	Mažeikių(38)-Leckavos(21)
4	7	19	20	98	Liberalai	Radviliškio(44)-Miežaičių(15)
2	3	4	52	89	Krivick	Anykščių(49)-Dabužių(13)
1	12	19	42	77	LaisvSąjung	Prienų(67)-Skriaudžių(13)
12	16	18	40	65	Tautininkai	Lazdijų(71)-Švendubrės(9)
15	18	25	38	55	Tautininkai	Kuršo(37)-Gėsalų(6)
18	30	33	34	36	LTSąrašas	Utenos(51)-Biliakiemio(23)
2	36	37	38	39	LTSąrašas	Šalčininkų(56)-Jurzdikos(13)
1	3	5	6	138	LenkųAkcija	Pasvalio(47)-Vileišio(2)
1	3	5	6	138	LenkųAkcija	Ukmergės(61)-Basanavičiaus(4)
1	30	37	38	48	Tautininkai	Biržų(48)-Kirdonių(14)
7	10	13	30	94	LaisvSąjung	Sūduvos(63)-Kampinių(16)
7	8	13	27	99	LenkųAkcija	Mažeikių(38)-Reivyčių(6)
8	23	28	95	-	Liberalai	Kuršo(37)-Vižančių(11)
15	21	31	36	52	LaisvSąjung	Kuršėnų(45)-Romučių(35)
29	30	31	32	33	DrąsosKelias	Biržų(48)-Meilūnų(29)
4	7	15	23	106	LaisvSąjung	Kuršėnų(45)-Drąsučių(34)
1	13	26	38	79	LaisvSąjung	Plungės(35)-Milašaičių(21)
1	2	7	61	88	TvarkTeis	Diplomatinė-Japonija(20)
19	33	34	36	37	LTSąrašas	Raseinių(42)-Didžiulių(46)
30	31	32	33	34	Tautininkai	Medininkų(57)-Parudaminio(23)
1	3	11	32	114	Liberalai	Vilkaviškio(68)-Gudkaimio(17)
14	36	55	57	-	Krivick	Varėnos(70)-Ismonių(10)
21	25	27	38	52	Tautininkai	Sėlos(50)-Obelių(13)
11	18	26	27	82	LenkųAkcija	Dzūkijos(69)-Ilgų(47)
4	19	20	23	98	Liberalai	Akmenės(39)-Klykolių(22)
7	19	28	32	78	Liberalai	Šalčininkų(56)-Jurzdikos(13)
4	20	40	48	54	Tautininkai	Zanavykų(64)-Baltrušių(5)
27	35	45	68	-	LaisvSąjung	Molėtų(54)-Viesų(23)
25	30	41	42	43	LaisvSąjung	Dzūkijos(69)-Parėčėnų(12)
6	29	32	49	65	Tautininkai	Aukštaitijos(28)-Uliūnų(23)
16	26	40	48	52	Tautininkai	Aukštaitijos(28)-Gustonių(19)
